ACCIONA,141.900,1.57,2.20,21.59,142.400,139.200,37009,7784,16:13
ACERINOX,11.650,0.22,0.02,28.96,11.715,11.575,507843,3152,16:15
ACS,25.430,-0.39,-0.10,-4.78,25.800,25.370,231932,7900,16:16
AENA,142.500,0.11,0.15,0.21,143.350,140.950,43474,21375,16:14
ALMIRALL,13.870,-0.22,-0.03,28.79,13.910,13.810,109778,2470,16:13
AMADEUS IT GROUP,61.220,0.96,0.58,2.79,61.500,60.920,186342,27580,16:16
ARCELORMITTAL,25.185,0.34,0.08,32.20,25.370,25.000,247962,27774,16:14
BANCO SABADELL,0.640,-1.66,-0.01,80.85,0.653,0.627,19140804,3602,16:16
BANKINTER,4.667,-1.56,-0.07,36.65,4.746,4.624,1701018,4195,16:16
BBVA,5.055,-1.08,-0.06,26.97,5.126,5.011,10419462,33706,16:16
CAIXABANK,2.785,-1.59,-0.04,33.80,2.833,2.753,6264865,22449,16:16
CELLNEX TELECOM,49.870,0.22,0.11,9.61,50.080,49.660,355046,33878,16:16
CIE AUTOMOTIVE,24.300,-0.49,-0.12,11.38,24.640,24.200,70492,2978,16:14
COLONIAL,8.815,0.11,0.01,9.84,8.865,8.680,158265,4479,16:15
ENAGAS,19.355,1.12,0.22,7.74,19.375,19.165,282392,5071,16:16
ENDESA,23.650,1.46,0.34,5.82,23.770,23.400,455150,25039,16:16
FERROVIAL,24.200,-0.12,-0.03,7.95,24.360,24.080,299212,18086,16:16
FLUIDRA,32.800,0.00,0.00,56.56,33.150,32.350,222915,6417,16:15
GRIFOLS,23.360,-0.38,-0.09,-2.18,23.710,23.360,205564,9954,16:15
IAG,2.336,0.09,0.00,30.43,2.359,2.323,9759096,11613,16:16
IBERDROLA,11.445,-0.35,-0.04,-0.82,11.540,11.370,2348578,73456,16:15
INDITEX,31.990,-0.06,-0.02,24.31,32.390,31.840,709484,99702,16:14
INDRA,7.030,-0.85,-0.06,0.72,7.175,7.005,1442664,1242,16:15
MAPFRE,1.832,-0.27,-0.00,19.76,1.847,1.826,1916717,5643,16:16
MELIÁ HOTELS,6.928,-0.80,-0.06,21.12,6.986,6.890,382308,1527,16:15
MERLIN PROP,8.972,-0.31,-0.03,19.26,9.072,8.910,138254,4215,16:14
NATURGY,21.610,0.32,0.07,17.44,21.800,21.550,231386,20953,16:12
PHARMA MAR,79.880,-0.03,-0.02,13.24,81.440,79.720,47944,1466,16:16
RED ELÉCTRICA,16.395,-0.21,-0.03,-0.69,16.455,16.345,241954,8871,16:16
REPSOL,10.968,1.01,0.11,32.95,10.992,10.822,1394763,16752,16:16
SANTANDER,3.332,-1.24,-0.04,32.44,3.379,3.290,24810510,57788,16:16
SIEMENS GAMESA,26.720,0.64,0.17,-19.25,27.150,26.440,284765,18200,16:16
SOLARIA,16.485,0.95,0.16,-30.27,16.760,16.330,360896,2060,16:16
TELEFÓNICA,4.137,0.25,0.01,27.49,4.200,4.126,4968473,22520,16:16
VISCOFAN,58.500,-0.34,-0.20,0.78,59.000,58.300,13337,2720,16:09
