ACCIONA,137.400,1.55,2.10,17.74,137.400,135.500,19692,7537,12:09
ACERINOX,12.030,0.67,0.08,33.16,12.185,11.995,263846,3255,12:15
ACS,26.470,-0.49,-0.13,-0.89,26.720,26.420,119927,8223,12:15
AENA,143.800,-0.07,-0.10,1.13,145.950,143.600,27062,21570,12:15
ALMIRALL,14.180,-0.98,-0.14,31.67,14.390,14.180,100187,2526,12:15
AMADEUS IT GROUP,60.100,-0.07,-0.04,0.91,61.620,60.020,154516,27075,12:15
ARCELORMITTAL,27.420,1.57,0.42,43.94,27.710,27.250,337770,30239,12:15
BANCO SABADELL,0.652,-0.58,-0.00,84.24,0.675,0.652,11876536,3670,12:15
BANKINTER,4.810,0.65,0.03,40.84,4.835,4.798,636266,4324,12:15
BBVA,5.111,2.06,0.10,28.37,5.113,5.044,4774453,34080,12:15
CAIXABANK,2.865,0.56,0.02,36.36,2.881,2.855,2653726,23094,12:15
CELLNEX TELECOM,45.730,-0.50,-0.23,0.51,46.410,45.620,229207,31066,12:15
CIE AUTOMOTIVE,24.740,-0.08,-0.02,13.40,24.940,24.580,27291,3032,12:06
COLONIAL,8.550,-3.39,-0.30,6.54,8.770,8.465,335810,4344,12:15
ENAGAS,19.135,0.53,0.10,6.51,19.185,19.035,166494,5013,12:15
ENDESA,23.190,0.22,0.05,3.76,23.390,23.050,328299,24552,12:15
FERROVIAL,24.320,-1.14,-0.28,8.49,24.810,24.320,203494,18176,12:15
FLUIDRA,32.750,0.31,0.10,56.32,32.900,32.550,87164,6407,12:10
GRIFOLS,23.480,-2.17,-0.52,-1.68,24.140,23.470,208556,10006,12:15
IAG,2.270,1.98,0.04,26.74,2.290,2.249,7419028,11285,12:15
IBERDROLA,11.300,-0.18,-0.02,-2.08,11.430,11.265,1623799,72525,12:15
INDITEX,32.120,-0.59,-0.19,24.82,32.650,32.080,460703,100107,12:15
INDRA,8.200,0.12,0.01,17.48,8.300,8.175,140337,1449,12:15
MAPFRE,1.928,0.05,0.00,21.00,1.944,1.926,1914209,5936,12:15
MELIÁ HOTELS,6.764,0.80,0.05,18.25,6.830,6.736,192687,1491,12:15
MERLIN PROP,8.852,-0.20,-0.02,17.66,8.922,8.804,192569,4158,12:15
NATURGY,22.000,0.87,0.19,19.56,22.140,21.780,331616,21332,12:15
PHARMA MAR,83.800,0.22,0.18,18.80,84.300,82.100,23455,1538,12:14
RED ELÉCTRICA,16.150,0.97,0.15,-2.18,16.180,16.075,174942,8738,12:15
REPSOL,11.274,0.77,0.09,36.65,11.400,11.190,2544757,17220,12:15
SANTANDER,3.388,1.73,0.06,34.67,3.397,3.351,9407585,58759,12:15
SIEMENS GAMESA,25.400,-2.12,-0.55,-23.24,26.320,25.400,1161602,17301,17/05
SOLARIA,16.125,3.43,0.53,-31.79,16.250,15.620,309174,2015,12:15
TELEFÓNICA,4.105,-1.08,-0.05,26.50,4.177,4.092,5205773,22346,12:15
VISCOFAN,57.950,0.17,0.10,-0.17,58.400,57.900,8388,2695,12:15
