ACCIONA,142.000,142.500,140.800,11:14
ACERINOX,11.665,11.700,11.605,11:14
ACS,25.360,25.580,25.120,11:15
AENA,142.550,143.750,141.500,11:14
ALMIRALL,13.850,13.880,13.760,11:12
AMADEUS IT GROUP,61.240,61.900,60.800,11:16
ARCELORMITTAL,25.685,25.700,25.340,11:16
BANCO SABADELL,0.670,0.672,0.647,11:16
BANKINTER,4.710,4.715,4.645,11:16
BBVA,5.175,5.179,5.073,11:16
CAIXABANK,2.822,2.830,2.775,11:15
CELLNEX TELECOM,49.270,49.850,49.130,11:16
CIE AUTOMOTIVE,24.140,24.360,24.100,11:04
COLONIAL,9.045,9.065,8.850,11:12
ENAGAS,19.360,19.415,19.190,11:16
ENDESA,23.590,23.680,23.430,11:15
FERROVIAL,24.190,24.210,24.050,11:15
FLUIDRA,32.900,33.100,32.700,11:05
GRIFOLS,23.350,23.540,23.270,11:15
IAG,2.357,2.391,2.340,11:16
IBERDROLA,11.345,11.400,11.280,11:16
INDITEX,31.660,32.030,31.650,11:16
INDRA,7.150,7.170,7.055,11:16
MAPFRE,1.838,1.840,1.823,11:12
MELIÁ HOTELS,7.038,7.144,6.900,11:16
MERLIN PROP,9.244,9.248,9.020,11:15
NATURGY,21.450,21.600,21.450,11:16
PHARMA MAR,77.300,79.640,76.320,11:16
RED ELÉCTRICA,16.395,16.440,16.280,11:16
REPSOL,11.046,11.114,10.986,11:16
SANTANDER,3.417,3.425,3.334,11:16
SIEMENS GAMESA,27.150,27.400,26.810,11:16
SOLARIA,16.435,16.720,16.410,11:16
TELEFÓNICA,4.070,4.180,4.070,11:16
VISCOFAN,58.050,58.200,57.850,11:07
