ACCIONA,136.700,137.400,136.500,09:16
ACERINOX,11.960,11.985,11.830,09:19
ACS,27.130,27.150,26.700,09:18
AENA,145.650,147.250,145.550,09:18
ALMIRALL,14.260,14.350,14.260,09:17
AMADEUS IT GROUP,61.900,62.180,61.780,09:19
ARCELORMITTAL,26.980,26.980,26.700,09:18
BANCO SABADELL,0.679,0.682,0.676,09:19
BANKINTER,4.797,4.818,4.789,09:18
BBVA,5.031,5.037,4.970,09:18
CAIXABANK,2.868,2.870,2.838,09:18
CELLNEX TELECOM,45.420,45.770,45.400,09:19
CIE AUTOMOTIVE,24.640,24.640,24.380,09:15
COLONIAL,9.020,9.065,8.970,09:17
ENAGAS,19.020,19.080,18.920,09:18
ENDESA,23.170,23.260,23.100,09:18
FERROVIAL,24.760,24.850,24.700,09:19
FLUIDRA,31.700,32.000,31.700,09:19
GRIFOLS,23.720,23.840,23.700,09:19
IAG,2.292,2.320,2.292,09:19
IBERDROLA,11.320,11.360,11.295,09:18
INDITEX,32.010,32.070,31.760,09:19
INDRA,8.260,8.295,8.220,09:17
MAPFRE,1.937,1.940,1.926,09:17
MELIÁ HOTELS,6.816,6.890,6.800,09:18
MERLIN PROP,9.042,9.092,9.030,09:17
NATURGY,21.870,21.890,21.760,09:17
PHARMA MAR,82.900,84.600,82.900,09:19
RED ELÉCTRICA,16.130,16.210,16.130,09:19
REPSOL,11.090,11.140,11.078,09:18
SANTANDER,3.369,3.373,3.342,09:19
SIEMENS GAMESA,25.990,26.320,25.940,09:19
SOLARIA,15.720,16.105,15.720,09:19
TELEFÓNICA,4.095,4.113,4.050,09:19
VISCOFAN,57.750,57.850,57.500,09:16
