ACCIONA,143.200,143.400,141.100,10:13
ACERINOX,11.705,11.845,11.685,10:15
ACS,25.650,25.670,25.340,10:15
AENA,143.050,143.900,142.600,10:15
ALMIRALL,13.860,13.920,13.840,10:01
AMADEUS IT GROUP,60.860,61.740,60.780,10:15
ARCELORMITTAL,26.730,26.830,26.595,10:15
BANCO SABADELL,0.651,0.681,0.649,10:15
BANKINTER,4.708,4.745,4.700,10:15
BBVA,5.146,5.200,5.134,10:15
CAIXABANK,2.819,2.853,2.816,10:15
CELLNEX TELECOM,49.900,49.930,49.250,10:15
CIE AUTOMOTIVE,24.800,24.900,24.620,10:13
COLONIAL,9.150,9.185,9.050,10:14
ENAGAS,19.290,19.300,19.215,10:13
ENDESA,23.660,23.660,23.480,10:14
FERROVIAL,23.970,24.110,23.930,10:14
FLUIDRA,33.450,33.600,33.350,10:11
GRIFOLS,22.800,23.010,22.700,10:15
IAG,2.341,2.380,2.331,10:15
IBERDROLA,11.330,11.330,11.250,10:15
INDITEX,31.690,31.760,31.300,10:15
INDRA,7.200,7.280,7.180,10:14
MAPFRE,1.854,1.860,1.847,10:14
MELIÁ HOTELS,6.972,7.094,6.968,10:13
MERLIN PROP,9.530,9.542,9.290,10:14
NATURGY,21.610,21.670,21.480,10:14
PHARMA MAR,75.940,77.300,75.900,10:15
RED ELÉCTRICA,16.425,16.425,16.295,10:14
REPSOL,10.984,11.096,10.970,10:14
SANTANDER,3.448,3.490,3.444,10:15
SIEMENS GAMESA,26.930,27.090,26.590,10:15
SOLARIA,15.800,15.960,15.510,10:15
TELEFÓNICA,4.060,4.092,4.054,10:15
VISCOFAN,58.150,58.200,57.800,10:07
