ACCIONA,142.200,0.92,1.30,21.85,142.500,140.800,23344,7801,14:13
ACERINOX,11.665,0.00,0.00,29.12,11.700,11.605,309395,3156,14:14
ACS,25.460,0.43,0.11,-4.67,25.580,25.120,262905,7910,14:14
AENA,142.950,0.35,0.50,0.53,143.750,141.500,28180,21442,14:14
ALMIRALL,13.680,-0.87,-0.12,27.03,13.880,13.680,70839,2437,14:13
AMADEUS IT GROUP,61.480,0.39,0.24,3.22,61.900,60.800,146840,27697,14:14
ARCELORMITTAL,25.965,2.24,0.57,36.30,25.975,25.340,192089,28634,14:14
BANCO SABADELL,0.675,3.31,0.02,90.68,0.678,0.647,21236428,3798,14:14
BANKINTER,4.735,1.48,0.07,38.64,4.746,4.645,998226,4256,14:14
BBVA,5.162,1.53,0.08,29.65,5.179,5.073,8976984,34420,14:14
CAIXABANK,2.828,1.33,0.04,35.86,2.835,2.775,3479438,22796,14:14
CELLNEX TELECOM,49.260,-0.57,-0.28,8.27,49.850,49.050,311241,33464,14:13
CIE AUTOMOTIVE,24.160,-0.66,-0.16,10.74,24.360,24.100,42877,2961,14:09
COLONIAL,9.025,2.32,0.20,12.46,9.095,8.850,174659,4586,14:12
ENAGAS,19.385,0.44,0.09,7.90,19.415,19.190,202701,5079,14:14
ENDESA,23.610,0.38,0.09,5.64,23.680,23.430,343390,24997,14:14
FERROVIAL,24.220,0.25,0.06,8.04,24.290,24.050,188630,18101,14:14
FLUIDRA,33.050,0.46,0.15,57.76,33.250,32.700,118108,6466,14:14
GRIFOLS,23.090,-1.16,-0.27,-3.31,23.540,23.080,210288,9839,14:14
IAG,2.370,0.85,0.02,32.33,2.391,2.340,8043446,11782,14:13
IBERDROLA,11.335,-0.66,-0.07,-1.77,11.400,11.280,1986192,72750,14:13
INDITEX,31.510,-1.41,-0.45,22.45,32.030,31.510,809365,98206,14:14
INDRA,7.225,2.63,0.18,3.51,7.240,7.055,977679,1276,14:13
MAPFRE,1.847,0.93,0.02,20.68,1.852,1.823,1151831,5686,14:14
MELIÁ HOTELS,7.084,2.25,0.16,23.85,7.144,6.900,744676,1561,14:12
MERLIN PROP,9.292,3.41,0.31,23.51,9.328,9.020,397796,4365,14:14
NATURGY,21.480,-0.65,-0.14,16.73,21.600,21.370,222686,20827,14:14
PHARMA MAR,77.340,-2.35,-1.86,9.64,79.640,76.320,100332,1420,14:14
RED ELÉCTRICA,16.360,-0.37,-0.06,-0.90,16.440,16.280,336133,8852,14:14
REPSOL,11.006,-0.58,-0.06,33.41,11.116,10.986,1236044,16811,14:14
SANTANDER,3.435,2.40,0.08,36.52,3.442,3.334,19114818,59565,14:14
SIEMENS GAMESA,27.070,0.67,0.18,-18.19,27.400,26.810,223344,18439,14:14
SOLARIA,16.310,-0.85,-0.14,-31.01,16.720,16.310,244318,2038,14:14
TELEFÓNICA,4.117,-0.48,-0.02,26.87,4.180,4.063,11188725,22411,14:14
VISCOFAN,58.000,-0.34,-0.20,-0.09,58.200,57.850,7782,2697,14:01
