ACCIONA,135.700,0.22,0.30,16.28,137.600,134.600,36966,7444,15:16
ACERINOX,11.845,-0.13,-0.01,31.12,11.985,11.765,334467,3205,15:20
ACS,26.790,0.60,0.16,0.31,27.280,26.700,180517,8323,15:20
AENA,144.350,-1.94,-2.85,1.51,147.250,143.750,34879,21652,15:20
ALMIRALL,14.260,-0.35,-0.05,32.42,14.350,14.100,170828,2540,15:20
AMADEUS IT GROUP,60.500,-1.88,-1.16,1.58,62.180,60.460,186144,27255,15:21
ARCELORMITTAL,26.800,0.73,0.19,40.68,26.980,26.595,178651,29555,15:20
BANCO SABADELL,0.659,-3.29,-0.02,86.05,0.682,0.657,26000008,3706,15:21
BANKINTER,4.765,-0.40,-0.02,39.52,4.818,4.735,983488,4283,15:21
BBVA,4.984,-0.87,-0.04,25.19,5.044,4.951,4461653,33236,15:21
CAIXABANK,2.845,0.07,0.00,35.41,2.878,2.830,4799867,22933,15:21
CELLNEX TELECOM,45.850,0.77,0.35,0.77,46.090,45.300,234131,31147,15:20
CIE AUTOMOTIVE,24.780,1.39,0.34,13.58,24.880,24.380,110854,3037,15:15
COLONIAL,8.905,-0.45,-0.04,10.97,9.080,8.885,114480,4525,15:20
ENAGAS,18.990,0.13,0.02,5.71,19.140,18.855,378131,4975,15:20
ENDESA,23.220,0.69,0.16,3.89,23.270,23.070,362991,24584,15:19
FERROVIAL,24.700,0.16,0.04,10.18,24.850,24.580,216288,18460,15:20
FLUIDRA,32.400,1.89,0.60,54.65,32.450,31.600,260341,6338,15:08
GRIFOLS,23.760,0.13,0.03,-0.50,23.880,23.590,257192,10125,15:21
IAG,2.245,-2.18,-0.05,25.35,2.320,2.241,10907457,11161,15:21
IBERDROLA,11.320,0.31,0.03,-1.90,11.360,11.185,2266201,72654,15:21
INDITEX,32.110,1.49,0.47,24.78,32.140,31.760,794741,100076,15:20
INDRA,8.160,-0.43,-0.03,16.91,8.295,8.125,264583,1441,15:20
MAPFRE,1.931,0.78,0.01,21.22,1.946,1.923,2405592,5947,15:20
MELIÁ HOTELS,6.802,-0.93,-0.06,18.92,6.890,6.732,537781,1499,15:20
MERLIN PROP,8.962,-0.40,-0.04,19.12,9.092,8.950,275498,4210,15:20
NATURGY,21.870,0.32,0.07,18.85,21.920,21.730,196759,21205,15:20
PHARMA MAR,82.160,-2.14,-1.80,16.47,84.600,81.600,58279,1508,15:21
RED ELÉCTRICA,16.040,-1.05,-0.17,-2.84,16.210,15.950,318529,8679,15:20
REPSOL,10.978,-1.12,-0.12,33.07,11.140,10.906,1073438,16768,15:20
SANTANDER,3.316,-1.09,-0.04,31.81,3.373,3.302,13445519,57510,15:21
SIEMENS GAMESA,25.430,-2.00,-0.52,-23.15,26.320,25.400,451847,17321,15:20
SOLARIA,15.795,-0.50,-0.08,-33.19,16.490,15.570,663351,1974,15:20
TELEFÓNICA,4.140,3.22,0.13,27.58,4.156,4.050,13318735,22536,15:21
VISCOFAN,58.000,0.52,0.30,-0.09,58.100,57.500,13166,2697,15:15
