ACERINOX,11.51,11.56,11.425,11:14,2021/06/04,11_30
ACS,25.32,25.9,25.23,11:14,2021/06/04,11_30
AENA,141.15,142.25,141.1,11:15,2021/06/04,11_30
ALMIRALL,14.14,14.22,14.13,10:50,2021/06/04,11_30
AMADEUS IT GROUP,61.66,62.66,61.54,11:15,2021/06/04,11_30
ARCELORMITTAL,27.11,27.15,26.88,11:14,2021/06/04,11_30
BANCO SABADELL,0.648,0.658,0.644,11:15,2021/06/04,11_30
BANKINTER,4.645,4.7,4.626,11:15,2021/06/04,11_30
BBVA,5.253,5.293,5.239,11:16,2021/06/04,11_30
CAIXABANK,2.845,2.869,2.832,11:15,2021/06/04,11_30
CELLNEX TELECOM,49.57,49.8,49.23,11:16,2021/06/04,11_30
CIE AUTOMOTIVE,25.68,25.84,25.56,11:13,2021/06/04,11_30
COLONIAL,9.15,9.6,9.145,11:15,2021/06/04,11_30
ENAGAS,19.52,19.545,19.37,11:15,2021/06/04,11_30
ENDESA,21.65,21.87,21.58,11:13,2021/06/04,11_30
FERROVIAL,24.34,24.52,24.32,11:14,2021/06/04,11_30
FLUIDRA,32.55,32.6,32.1,11:15,2021/06/04,11_30
GRIFOLS,21.54,21.87,21.53,11:15,2021/06/04,11_30
IAG,2.274,2.322,2.254,11:15,2021/06/04,11_30
IBERDROLA,10.61,10.735,10.6,11:15,2021/06/04,11_30
INDITEX,31.64,31.82,31.59,11:15,2021/06/04,11_30
INDRA,7.14,7.2,7.14,11:15,2021/06/04,11_30
MAPFRE,1.875,1.889,1.872,11:15,2021/06/04,11_30
MELI� HOTELS,6.968,6.97,6.81,11:10,2021/06/04,11_30
MERLIN PROP,9.384,9.46,9.334,11:15,2021/06/04,11_30
NATURGY,21.44,21.53,21.42,11:12,2021/06/04,11_30
PHARMA MAR,73.18,74.34,72.86,11:13,2021/06/04,11_30
RED EL�CTRICA,16.57,16.645,16.535,11:13,2021/06/04,11_30
REPSOL,11.3,11.41,11.276,11:15,2021/06/04,11_30
SANTANDER,3.473,3.508,3.461,11:15,2021/06/04,11_30
SIEMENS GAMESA,25.21,25.59,25.1,11:14,2021/06/04,11_30
SOLARIA,14.675,14.995,14.6,11:16,2021/06/04,11_30
TELEF�NICA,3.829,3.876,3.828,11:15,2021/06/04,11_30
VISCOFAN,57.6,58.1,57.55,11:15,2021/06/04,11_30
ACERINOX,11.5,11.56,11.425,12:14,2021/06/04,12_30
ACS,25.19,25.9,25.15,12:14,2021/06/04,12_30
AENA,140.95,142.25,140.7,12:07,2021/06/04,12_30
ALMIRALL,14.11,14.22,14.1,12:07,2021/06/04,12_30
AMADEUS IT GROUP,61.74,62.66,61.48,12:16,2021/06/04,12_30
ARCELORMITTAL,27.12,27.175,26.88,12:14,2021/06/04,12_30
BANCO SABADELL,0.647,0.658,0.644,12:14,2021/06/04,12_30
BANKINTER,4.635,4.7,4.622,12:15,2021/06/04,12_30
BBVA,5.255,5.293,5.239,12:15,2021/06/04,12_30
CAIXABANK,2.843,2.869,2.832,12:15,2021/06/04,12_30
CELLNEX TELECOM,49.52,49.8,49.23,12:15,2021/06/04,12_30
CIE AUTOMOTIVE,25.76,25.84,25.56,12:12,2021/06/04,12_30
COLONIAL,9.155,9.6,9.13,12:12,2021/06/04,12_30
