ACERINOX,11.82,11.85,11.79,09:14,2021/05/20,09_30
ACS,25.72,25.87,25.54,09:14,2021/05/20,09_30
AENA,141.6,143.65,141.5,09:14,2021/05/20,09_30
ALMIRALL,13.81,14.07,13.76,09:14,2021/05/20,09_30
AMADEUS IT GROUP,58.7,59.1,58.66,09:14,2021/05/20,09_30
ARCELORMITTAL,25.585,25.74,25.5,09:13,2021/05/20,09_30
BANCO SABADELL,0.639,0.646,0.637,09:14,2021/05/20,09_30
BANKINTER,4.742,4.746,4.732,09:13,2021/05/20,09_30
BBVA,5.019,5.039,5.011,09:14,2021/05/20,09_30
CAIXABANK,2.785,2.813,2.782,09:14,2021/05/20,09_30
CELLNEX TELECOM,47.05,47.1,46.54,09:14,2021/05/20,09_30
CIE AUTOMOTIVE,24.34,24.42,24.28,09:10,2021/05/20,09_30
COLONIAL,8.69,8.81,8.665,09:13,2021/05/20,09_30
ENAGAS,19.125,19.145,19.07,09:14,2021/05/20,09_30
ENDESA,22.93,22.96,22.93,09:13,2021/05/20,09_30
FERROVIAL,23.93,24.1,23.84,09:12,2021/05/20,09_30
FLUIDRA,32.05,32.05,31.85,09:13,2021/05/20,09_30
GRIFOLS,23.22,23.44,23.19,09:14,2021/05/20,09_30
IAG,2.245,2.288,2.242,09:14,2021/05/20,09_30
IBERDROLA,11.285,11.3,11.275,09:14,2021/05/20,09_30
INDITEX,31.99,32.15,31.93,09:13,2021/05/20,09_30
INDRA,8.09,8.1,8.075,09:12,2021/05/20,09_30
MAPFRE,1.839,1.866,1.836,09:14,2021/05/20,09_30
MELI� HOTELS,6.718,6.78,6.716,09:13,2021/05/20,09_30
MERLIN PROP,8.972,9.094,8.946,09:14,2021/05/20,09_30
NATURGY,21.48,21.52,21.45,09:14,2021/05/20,09_30
PHARMA MAR,83.18,83.36,82.44,09:13,2021/05/20,09_30
RED EL�CTRICA,16.205,16.23,16.16,09:13,2021/05/20,09_30
REPSOL,10.87,10.958,10.834,09:14,2021/05/20,09_30
SANTANDER,3.326,3.336,3.317,09:14,2021/05/20,09_30
SIEMENS GAMESA,26.79,26.79,26.28,09:14,2021/05/20,09_30
SOLARIA,16.05,16.065,15.85,09:14,2021/05/20,09_30
TELEF�NICA,4.175,4.199,4.165,09:14,2021/05/20,09_30
VISCOFAN,58.35,58.4,58.1,09:13,2021/05/20,09_30
ACERINOX,11.785,11.85,11.735,10:12,2021/05/20,10_30
ACS,25.59,25.87,25.54,10:14,2021/05/20,10_30
AENA,141.25,143.65,141.0,10:14,2021/05/20,10_30
ALMIRALL,13.92,14.07,13.76,10:14,2021/05/20,10_30
AMADEUS IT GROUP,58.66,59.1,58.44,10:14,2021/05/20,10_30
ARCELORMITTAL,25.435,25.74,25.4,10:13,2021/05/20,10_30
BANCO SABADELL,0.627,0.646,0.626,10:14,2021/05/20,10_30
BANKINTER,4.692,4.748,4.691,10:14,2021/05/20,10_30
BBVA,4.952,5.039,4.935,10:14,2021/05/20,10_30
CAIXABANK,2.757,2.813,2.751,10:14,2021/05/20,10_30
CELLNEX TELECOM,47.59,47.68,46.54,10:14,2021/05/20,10_30
CIE AUTOMOTIVE,24.26,24.46,24.2,10:13,2021/05/20,10_30
COLONIAL,8.565,8.81,8.53,10:13,2021/05/20,10_30
ENAGAS,19.1,19.16,19.07,10:14,2021/05/20,10_30
ENDESA,23.11,23.13,22.91,10:14,2021/05/20,10_30
FERROVIAL,23.93,24.1,23.84,10:14,2021/05/20,10_30
FLUIDRA,31.85,32.05,31.7,10:10,2021/05/20,10_30
GRIFOLS,23.33,23.44,23.14,10:13,2021/05/20,10_30
IAG,2.231,2.288,2.226,10:14,2021/05/20,10_30
IBERDROLA,11.33,11.335,11.275,10:14,2021/05/20,10_30
INDITEX,31.94,32.15,31.8,10:13,2021/05/20,10_30
INDRA,8.04,8.1,8.025,10:13,2021/05/20,10_30
MAPFRE,1.827,1.866,1.822,10:14,2021/05/20,10_30
MELI� HOTELS,6.648,6.78,6.646,10:12,2021/05/20,10_30
MERLIN PROP,8.892,9.094,8.892,10:12,2021/05/20,10_30
NATURGY,21.5,21.54,21.45,10:14,2021/05/20,10_30
PHARMA MAR,83.94,84.1,82.44,10:14,2021/05/20,10_30
RED EL�CTRICA,16.285,16.31,16.16,10:13,2021/05/20,10_30
REPSOL,10.774,10.958,10.764,10:14,2021/05/20,10_30
SANTANDER,3.281,3.336,3.273,10:14,2021/05/20,10_30
SIEMENS GAMESA,27.01,27.05,26.28,10:14,2021/05/20,10_30
SOLARIA,16.175,16.19,15.85,10:14,2021/05/20,10_30
TELEF�NICA,4.127,4.199,4.124,10:14,2021/05/20,10_30
VISCOFAN,58.25,58.5,58.1,10:00,2021/05/20,10_30
ACERINOX,11.73,11.85,11.695,11:16,2021/05/20,11_30
ACS,25.51,25.87,25.41,11:15,2021/05/20,11_30
AENA,140.65,143.65,140.35,11:16,2021/05/20,11_30
ALMIRALL,13.9,14.07,13.76,11:11,2021/05/20,11_30
AMADEUS IT GROUP,58.24,59.1,58.2,11:16,2021/05/20,11_30
ARCELORMITTAL,25.29,25.74,25.2,11:16,2021/05/20,11_30
BANCO SABADELL,0.627,0.646,0.621,11:16,2021/05/20,11_30
BANKINTER,4.691,4.748,4.671,11:16,2021/05/20,11_30
BBVA,4.954,5.039,4.929,11:16,2021/05/20,11_30
CAIXABANK,2.77,2.813,2.743,11:16,2021/05/20,11_30
CELLNEX TELECOM,46.9,47.68,46.54,11:16,2021/05/20,11_30
CIE AUTOMOTIVE,24.16,24.46,24.06,11:09,2021/05/20,11_30
COLONIAL,8.59,8.81,8.52,11:16,2021/05/20,11_30
ENAGAS,19.03,19.16,19.015,11:16,2021/05/20,11_30
ENDESA,23.04,23.13,22.91,11:16,2021/05/20,11_30
FERROVIAL,23.75,24.1,23.75,11:16,2021/05/20,11_30
FLUIDRA,31.7,32.05,31.55,11:14,2021/05/20,11_30
GRIFOLS,23.2,23.44,23.14,11:16,2021/05/20,11_30
IAG,2.223,2.288,2.211,11:16,2021/05/20,11_30
IBERDROLA,11.275,11.34,11.26,11:16,2021/05/20,11_30
INDITEX,31.81,32.15,31.72,11:16,2021/05/20,11_30
INDRA,8.035,8.1,8.015,11:14,2021/05/20,11_30
MAPFRE,1.827,1.866,1.821,11:16,2021/05/20,11_30
MELI� HOTELS,6.634,6.78,6.614,11:16,2021/05/20,11_30
MERLIN PROP,8.868,9.094,8.82,11:14,2021/05/20,11_30
NATURGY,21.48,21.54,21.44,11:13,2021/05/20,11_30
