ACCIONA,136.900,1.18,1.60,17.31,138.000,135.500,47359,7510,17:08
ACERINOX,11.840,-0.92,-0.11,31.06,12.185,11.825,541406,3203,17:13
ACS,26.440,-0.60,-0.16,-1.00,26.720,26.320,255464,8214,17:13
AENA,143.950,0.03,0.05,1.23,145.950,143.000,58964,21592,17:13
ALMIRALL,14.200,-0.84,-0.12,31.86,14.390,14.060,188182,2529,17:12
AMADEUS IT GROUP,59.960,-0.30,-0.18,0.67,61.620,59.640,398026,27012,17:13
ARCELORMITTAL,26.730,-0.98,-0.27,40.31,27.710,26.655,650261,29478,17:13
BANCO SABADELL,0.637,-2.87,-0.02,80.00,0.675,0.636,31163362,3586,17:13
BANKINTER,4.758,-0.44,-0.02,39.31,4.835,4.750,1237986,4277,17:13
BBVA,5.111,2.06,0.10,28.37,5.129,5.044,8537760,34080,17:12
CAIXABANK,2.844,-0.18,-0.00,35.36,2.881,2.841,6592558,22924,17:13
CELLNEX TELECOM,46.120,0.35,0.16,1.37,46.410,45.450,455527,31331,17:13
CIE AUTOMOTIVE,24.640,-0.48,-0.12,12.94,24.940,24.400,111988,3020,17:12
COLONIAL,8.710,-1.58,-0.14,8.54,8.770,8.465,686676,4426,17:13
ENAGAS,19.120,0.45,0.09,6.43,19.185,19.035,298643,5009,17:12
ENDESA,23.220,0.35,0.08,3.89,23.390,23.050,574418,24584,17:13
FERROVIAL,24.240,-1.46,-0.36,8.13,24.810,24.120,496153,18116,17:13
FLUIDRA,32.100,-1.68,-0.55,53.22,32.900,31.850,262333,6280,17:11
GRIFOLS,23.630,-1.54,-0.37,-1.05,24.140,23.340,513099,10069,17:13
IAG,2.280,2.43,0.05,27.30,2.308,2.245,14525571,11335,17:13
IBERDROLA,11.335,0.13,0.02,-1.77,11.430,11.255,3137953,72750,17:12
INDITEX,32.440,0.40,0.13,26.06,32.650,31.940,1045368,101104,17:13
INDRA,8.190,0.00,0.00,17.34,8.300,8.115,398468,1447,17:12
MAPFRE,1.920,-0.34,-0.01,20.53,1.944,1.910,4472854,5913,17:13
MELIÁ HOTELS,6.850,2.09,0.14,19.76,6.872,6.736,601808,1510,17:12
MERLIN PROP,8.944,0.83,0.07,18.88,8.966,8.796,461350,4202,17:13
NATURGY,21.600,-0.96,-0.21,17.38,22.140,21.600,754066,20944,17:13
PHARMA MAR,84.880,1.51,1.26,20.33,84.940,82.100,57781,1558,17:13
RED ELÉCTRICA,16.230,1.47,0.23,-1.69,16.230,16.075,391016,8782,17:12
REPSOL,11.160,-0.25,-0.03,35.27,11.400,11.156,4366845,17046,17:13
SANTANDER,3.358,0.81,0.03,33.46,3.397,3.337,17943644,58230,17:13
SIEMENS GAMESA,26.560,4.57,1.16,-19.73,26.630,25.580,1206510,18091,17:13
SOLARIA,15.805,1.38,0.22,-33.14,16.250,15.550,611095,1975,17:12
TELEFÓNICA,4.146,-0.11,-0.00,27.75,4.177,4.076,11069952,22566,17:13
VISCOFAN,58.150,0.52,0.30,0.17,58.400,57.850,18187,2704,17:11
