ACCIONA,136.800,138.000,135.500,17:15
ACERINOX,11.840,12.185,11.825,17:15
ACS,26.430,26.720,26.320,17:15
AENA,143.900,145.950,143.000,17:15
ALMIRALL,14.200,14.390,14.060,17:15
AMADEUS IT GROUP,59.980,61.620,59.640,17:15
ARCELORMITTAL,26.750,27.710,26.655,17:15
BANCO SABADELL,0.637,0.675,0.636,17:15
BANKINTER,4.753,4.835,4.750,17:15
BBVA,5.105,5.129,5.044,17:15
CAIXABANK,2.845,2.881,2.841,17:15
CELLNEX TELECOM,46.130,46.410,45.450,17:14
CIE AUTOMOTIVE,24.660,24.940,24.400,17:14
COLONIAL,8.710,8.770,8.465,17:15
ENAGAS,19.110,19.185,19.035,17:15
ENDESA,23.210,23.390,23.050,17:15
FERROVIAL,24.240,24.810,24.120,17:13
FLUIDRA,32.150,32.900,31.850,17:15
GRIFOLS,23.620,24.140,23.340,17:15
IAG,2.281,2.308,2.245,17:15
IBERDROLA,11.340,11.430,11.255,17:15
INDITEX,32.460,32.650,31.940,17:15
INDRA,8.190,8.300,8.115,17:14
MAPFRE,1.920,1.944,1.910,17:15
MELIÁ HOTELS,6.850,6.872,6.736,17:15
MERLIN PROP,8.956,8.966,8.796,17:15
NATURGY,21.600,22.140,21.600,17:15
PHARMA MAR,84.800,84.940,82.100,17:15
RED ELÉCTRICA,16.215,16.230,16.075,17:15
REPSOL,11.152,11.400,11.152,17:15
SANTANDER,3.353,3.397,3.337,17:15
SIEMENS GAMESA,26.570,26.630,25.580,17:15
SOLARIA,15.850,16.250,15.550,17:15
TELEFÓNICA,4.140,4.177,4.076,17:15
VISCOFAN,58.250,58.400,57.850,17:14
