ACCIONA,135.400,137.600,135.200,12:21
ACERINOX,11.820,11.985,11.805,12:20
ACS,26.940,27.280,26.700,12:20
AENA,143.850,147.250,143.850,12:20
ALMIRALL,14.110,14.350,14.110,12:18
AMADEUS IT GROUP,60.960,62.180,60.840,12:16
ARCELORMITTAL,26.755,26.980,26.655,12:18
BANCO SABADELL,0.666,0.682,0.665,12:21
BANKINTER,4.774,4.818,4.770,12:20
BBVA,4.984,5.044,4.970,12:20
CAIXABANK,2.850,2.878,2.838,12:20
CELLNEX TELECOM,45.710,45.840,45.300,12:20
CIE AUTOMOTIVE,24.780,24.780,24.380,12:02
COLONIAL,8.925,9.080,8.925,12:18
ENAGAS,18.940,19.140,18.920,12:20
ENDESA,23.170,23.270,23.100,12:21
FERROVIAL,24.630,24.850,24.580,12:20
FLUIDRA,32.100,32.450,31.600,12:20
GRIFOLS,23.720,23.880,23.590,12:20
IAG,2.257,2.320,2.244,12:20
IBERDROLA,11.225,11.360,11.215,12:20
INDITEX,32.030,32.100,31.760,12:20
INDRA,8.150,8.295,8.150,12:18
MAPFRE,1.928,1.946,1.923,12:17
MELIÁ HOTELS,6.748,6.890,6.740,12:20
MERLIN PROP,8.974,9.092,8.950,12:20
NATURGY,21.730,21.920,21.730,12:20
PHARMA MAR,82.340,84.600,81.600,12:20
RED ELÉCTRICA,15.980,16.210,15.950,12:20
REPSOL,10.958,11.140,10.948,12:20
SANTANDER,3.326,3.373,3.326,12:20
SIEMENS GAMESA,25.800,26.320,25.500,12:21
SOLARIA,15.680,16.490,15.655,12:18
TELEFÓNICA,4.083,4.156,4.050,12:20
VISCOFAN,57.950,58.100,57.500,12:10
