ACCIONA,137.900,137.900,136.000,17:14
ACERINOX,11.725,11.850,11.625,17:14
ACS,25.880,25.910,25.400,17:15
AENA,142.200,143.650,140.150,17:15
ALMIRALL,14.130,14.150,13.760,17:14
AMADEUS IT GROUP,59.400,59.600,57.900,17:14
ARCELORMITTAL,25.240,25.740,24.990,17:14
BANCO SABADELL,0.635,0.646,0.621,17:15
BANKINTER,4.705,4.748,4.671,17:13
BBVA,4.977,5.039,4.929,17:14
CAIXABANK,2.767,2.813,2.743,17:14
CELLNEX TELECOM,47.550,47.680,46.540,17:15
CIE AUTOMOTIVE,24.200,24.460,24.000,17:13
COLONIAL,8.595,8.810,8.520,17:15
ENAGAS,19.075,19.160,19.015,17:14
ENDESA,23.250,23.270,22.910,17:15
FERROVIAL,23.970,24.100,23.700,17:14
FLUIDRA,32.100,32.600,31.550,17:14
GRIFOLS,23.390,23.440,23.110,17:15
IAG,2.219,2.288,2.208,17:14
IBERDROLA,11.400,11.400,11.245,17:15
INDITEX,31.750,32.150,31.660,17:14
INDRA,8.135,8.155,8.015,17:14
MAPFRE,1.855,1.866,1.821,17:14
MELIÁ HOTELS,6.638,6.780,6.606,17:14
MERLIN PROP,8.884,9.094,8.820,17:14
NATURGY,21.530,21.540,21.430,17:15
PHARMA MAR,84.220,84.420,82.240,17:14
RED ELÉCTRICA,16.225,16.310,16.160,17:14
REPSOL,10.786,10.958,10.682,17:14
SANTANDER,3.301,3.336,3.253,17:14
SIEMENS GAMESA,26.670,27.050,26.180,17:14
SOLARIA,16.335,16.355,15.775,17:14
TELEFÓNICA,4.130,4.199,4.097,17:14
VISCOFAN,58.300,58.500,58.000,17:15
