ACCIONA,136.200,-0.15,-0.20,16.71,137.800,135.000,41762,7471,17:16
ACERINOX,11.760,-0.97,-0.11,30.17,11.900,11.610,659682,3182,17:15
ACS,25.780,-2.35,-0.62,-3.47,26.270,25.520,554985,8009,17:16
AENA,141.800,-1.43,-2.05,-0.28,143.450,140.000,73627,21270,17:15
ALMIRALL,14.030,-1.34,-0.19,30.28,14.270,13.930,215835,2499,17:15
AMADEUS IT GROUP,58.780,-1.67,-1.00,-1.31,59.420,57.900,299103,26480,17:16
ARCELORMITTAL,25.415,-5.06,-1.35,33.41,26.300,24.945,1350975,28028,17:16
BANCO SABADELL,0.632,-1.06,-0.01,78.64,0.648,0.580,43964704,3558,17:16
BANKINTER,4.704,-1.07,-0.05,37.73,4.780,4.648,2084630,4228,17:16
BBVA,5.000,-2.44,-0.12,25.58,5.107,4.928,12723814,33339,17:15
CAIXABANK,2.807,-1.34,-0.04,33.60,2.895,2.780,13255259,22626,17:16
CELLNEX TELECOM,46.280,0.61,0.28,1.72,46.350,45.580,408731,31439,17:16
CIE AUTOMOTIVE,24.300,-1.46,-0.36,11.38,24.600,24.040,108315,2978,17:15
COLONIAL,8.650,-0.69,-0.06,7.79,8.815,8.625,260226,4395,17:16
ENAGAS,19.090,-0.13,-0.02,6.26,19.150,18.950,392911,5001,17:15
ENDESA,22.850,-1.25,-0.29,2.24,23.140,22.710,657569,24192,17:16
FERROVIAL,23.770,-1.53,-0.37,6.03,24.070,23.530,480424,17765,17:15
FLUIDRA,31.950,-0.62,-0.20,52.51,32.150,31.350,244374,6250,17:10
GRIFOLS,23.400,-0.59,-0.14,-2.01,23.680,23.260,243812,9971,17:16
IAG,2.255,-1.31,-0.03,25.91,2.270,2.211,13744412,11211,17:16
IBERDROLA,11.280,-0.27,-0.03,-2.25,11.370,11.190,3445588,72397,17:16
INDITEX,31.970,-1.75,-0.57,24.23,32.350,31.680,985158,99639,17:16
INDRA,8.075,-1.40,-0.11,15.69,8.170,7.970,386517,1426,17:16
MAPFRE,1.908,-0.52,-0.01,19.74,1.922,1.881,4539066,5874,17:16
MELIÁ HOTELS,6.744,-1.55,-0.11,17.90,6.844,6.600,694020,1486,17:16
MERLIN PROP,8.944,0.11,0.01,18.88,9.074,8.878,399107,4202,17:16
NATURGY,21.520,-0.28,-0.06,16.95,21.640,21.430,369081,20866,17:11
PHARMA MAR,82.940,-2.01,-1.70,17.58,84.140,81.400,62542,1522,17:16
RED ELÉCTRICA,16.185,-0.06,-0.01,-1.96,16.235,16.105,235547,8757,17:16
REPSOL,10.920,-2.31,-0.26,32.36,11.124,10.746,3256129,16679,17:16
SANTANDER,3.300,-2.09,-0.07,31.15,3.398,3.256,30412088,57224,17:16
SIEMENS GAMESA,26.330,-0.72,-0.19,-20.43,26.740,25.950,564961,17935,17:15
SOLARIA,15.835,-0.60,-0.10,-33.02,15.905,15.515,387462,1979,17:16
TELEFÓNICA,4.156,0.24,0.01,28.09,4.185,4.096,8853455,22626,17:16
VISCOFAN,58.000,-0.34,-0.20,-0.09,58.600,57.700,22907,2697,17:13
