ACCIONA,142.700,0.78,1.10,22.28,143.800,141.100,17738,7828,13:14
ACERINOX,11.690,-0.51,-0.06,29.40,11.845,11.645,308858,3163,13:14
ACS,25.690,1.82,0.46,-3.81,25.700,25.340,157247,7981,13:15
AENA,143.500,1.45,2.05,0.91,143.900,142.300,26047,21525,13:14
ALMIRALL,13.980,1.23,0.17,29.82,13.980,13.830,100423,2490,13:14
AMADEUS IT GROUP,61.700,0.29,0.18,3.59,61.800,60.640,227065,27796,13:15
ARCELORMITTAL,26.625,0.47,0.12,39.76,26.830,26.520,179780,29362,13:15
BANCO SABADELL,0.646,-4.35,-0.03,82.49,0.681,0.643,36296564,3635,13:15
BANKINTER,4.713,0.08,0.00,38.00,4.745,4.700,513064,4236,13:14
BBVA,5.145,0.04,0.00,29.23,5.200,5.134,4204760,34306,13:15
CAIXABANK,2.824,-0.88,-0.03,35.67,2.853,2.810,2812992,22763,13:15
CELLNEX TELECOM,49.750,0.71,0.35,9.34,50.000,49.250,272965,33797,13:15
CIE AUTOMOTIVE,24.800,1.39,0.34,13.68,24.900,24.620,50693,3039,12:56
COLONIAL,9.205,2.22,0.20,14.70,9.220,9.050,199631,4677,13:12
ENAGAS,19.415,1.09,0.21,8.07,19.445,19.215,165535,5087,13:14
ENDESA,23.610,0.51,0.12,5.64,23.700,23.480,165965,24997,13:13
FERROVIAL,24.150,1.34,0.32,7.73,24.160,23.930,153890,18049,13:14
FLUIDRA,32.900,-1.64,-0.55,57.04,33.600,32.750,82739,6436,13:00
GRIFOLS,22.810,-0.61,-0.14,-4.48,23.010,22.700,206870,9720,13:15
IAG,2.368,0.59,0.01,32.22,2.380,2.331,5265749,11772,13:15
IBERDROLA,11.295,0.00,0.00,-2.12,11.365,11.250,1480603,72493,13:15
INDITEX,31.900,2.47,0.77,23.96,31.950,31.300,395903,99421,13:15
INDRA,7.170,0.35,0.03,2.72,7.280,7.140,832766,1267,13:15
MAPFRE,1.884,2.03,0.04,23.13,1.885,1.847,2058323,5802,13:15
MELIÁ HOTELS,6.954,-1.02,-0.07,21.57,7.094,6.920,199656,1533,13:14
MERLIN PROP,9.512,2.43,0.23,26.43,9.578,9.290,555652,4468,13:11
NATURGY,21.600,0.47,0.10,17.38,21.670,21.480,150384,20944,13:14
PHARMA MAR,75.740,-1.02,-0.78,7.37,77.300,74.720,81105,1390,13:15
RED ELÉCTRICA,16.420,0.09,0.01,-0.54,16.440,16.295,218837,8885,13:15
REPSOL,10.976,-0.27,-0.03,33.04,11.096,10.886,845765,16765,13:15
SANTANDER,3.430,-0.52,-0.02,36.30,3.490,3.420,10563880,59470,13:15
SIEMENS GAMESA,26.840,1.32,0.35,-18.89,27.120,26.590,261786,18282,13:15
SOLARIA,15.590,-0.64,-0.10,-34.05,15.960,15.510,269119,1948,13:15
TELEFÓNICA,4.068,0.57,0.02,25.35,4.092,4.044,4865034,22142,13:15
VISCOFAN,58.100,0.17,0.10,0.09,58.200,57.800,7937,2702,12:51
