ACCIONA,136.800,137.800,135.000,14:12
ACERINOX,11.760,11.900,11.670,14:13
ACS,25.880,26.270,25.800,14:14
AENA,141.400,143.450,140.300,14:14
ALMIRALL,14.060,14.270,14.030,14:07
AMADEUS IT GROUP,58.380,59.420,58.040,14:13
ARCELORMITTAL,25.775,26.300,25.675,14:14
BANCO SABADELL,0.638,0.648,0.580,14:13
BANKINTER,4.706,4.780,4.706,14:14
BBVA,5.023,5.107,5.020,14:14
CAIXABANK,2.829,2.895,2.829,14:14
CELLNEX TELECOM,46.150,46.280,45.580,14:12
CIE AUTOMOTIVE,24.360,24.600,24.280,14:14
COLONIAL,8.710,8.815,8.625,14:12
ENAGAS,19.035,19.150,18.960,14:10
ENDESA,22.930,23.140,22.850,14:10
FERROVIAL,23.860,24.070,23.770,14:13
FLUIDRA,31.700,32.150,31.700,14:12
GRIFOLS,23.440,23.680,23.420,14:09
IAG,2.235,2.270,2.226,14:14
IBERDROLA,11.310,11.370,11.235,14:13
INDITEX,32.010,32.350,31.960,14:13
INDRA,8.020,8.170,8.010,14:11
MAPFRE,1.902,1.922,1.881,14:13
MELIÁ HOTELS,6.690,6.844,6.664,14:11
MERLIN PROP,8.954,9.074,8.878,14:12
NATURGY,21.550,21.640,21.430,14:07
PHARMA MAR,82.300,84.140,81.720,14:13
RED ELÉCTRICA,16.185,16.235,16.105,14:13
REPSOL,10.944,11.124,10.924,14:14
SANTANDER,3.341,3.398,3.321,14:14
SIEMENS GAMESA,26.340,26.740,25.950,14:13
SOLARIA,15.660,15.905,15.515,14:14
TELEFÓNICA,4.131,4.185,4.110,14:14
VISCOFAN,58.150,58.600,57.700,14:05
