ACCIONA,143.500,1.34,1.90,22.96,143.700,141.100,11192,7872,11:06
ACERINOX,11.660,-0.77,-0.09,29.07,11.845,11.645,198946,3155,11:14
ACS,25.660,1.70,0.43,-3.92,25.690,25.340,115623,7972,11:15
AENA,142.650,0.85,1.20,0.32,143.900,142.400,16020,21398,11:10
ALMIRALL,13.850,0.29,0.04,28.61,13.920,13.840,24088,2467,11:00
AMADEUS IT GROUP,61.400,-0.20,-0.12,3.09,61.740,60.640,148550,27661,11:15
ARCELORMITTAL,26.610,0.42,0.11,39.69,26.830,26.520,145603,29346,11:14
BANCO SABADELL,0.651,-3.64,-0.02,83.84,0.681,0.647,25239440,3662,11:15
BANKINTER,4.716,0.15,0.01,38.08,4.745,4.700,383841,4239,11:15
BBVA,5.144,0.02,0.00,29.20,5.200,5.134,3040957,33779,11:15
CAIXABANK,2.811,-1.33,-0.04,35.05,2.853,2.810,2061120,22658,11:15
CELLNEX TELECOM,49.630,0.47,0.23,9.08,50.000,49.250,192941,33715,11:15
CIE AUTOMOTIVE,24.800,1.39,0.34,13.68,24.900,24.620,42786,3039,11:14
COLONIAL,9.190,2.05,0.18,14.52,9.190,9.050,142515,4670,11:13
ENAGAS,19.285,0.42,0.08,7.35,19.315,19.215,92953,5052,11:15
ENDESA,23.660,0.72,0.17,5.86,23.700,23.480,125841,25050,11:15
FERROVIAL,23.990,0.67,0.16,7.01,24.110,23.930,90664,17582,11:15
FLUIDRA,33.050,-1.20,-0.40,57.76,33.600,33.000,54238,6466,11:15
GRIFOLS,22.820,-0.57,-0.13,-4.44,23.010,22.700,138665,9724,11:14
IAG,2.356,0.08,0.00,31.55,2.380,2.331,3714246,11713,11:15
IBERDROLA,11.325,0.27,0.03,-1.86,11.365,11.250,939558,72686,11:15
INDITEX,31.810,2.18,0.68,23.61,31.830,31.300,236029,99141,11:15
INDRA,7.170,0.35,0.03,2.72,7.280,7.160,551177,1267,11:13
MAPFRE,1.867,1.08,0.02,21.99,1.867,1.847,795028,5748,11:15
MELIÁ HOTELS,6.974,-0.74,-0.05,21.92,7.094,6.956,108201,1537,11:12
MERLIN PROP,9.554,2.89,0.27,26.99,9.556,9.290,416052,4488,11:15
NATURGY,21.630,0.60,0.13,17.55,21.670,21.480,95069,20973,11:12
PHARMA MAR,75.420,-1.44,-1.10,6.92,77.300,75.420,51054,1384,11:15
RED ELÉCTRICA,16.405,0.00,0.00,-0.63,16.440,16.295,148500,8876,11:14
REPSOL,10.918,-0.80,-0.09,32.34,11.096,10.886,594847,16676,11:14
SANTANDER,3.438,-0.26,-0.01,36.65,3.490,3.433,6380050,59626,11:15
SIEMENS GAMESA,27.020,2.00,0.53,-18.34,27.120,26.590,161540,18404,11:14
SOLARIA,15.815,0.80,0.12,-33.10,15.960,15.510,214923,1976,11:15
TELEFÓNICA,4.064,0.48,0.02,25.24,4.092,4.052,3052892,22123,11:15
VISCOFAN,58.100,0.17,0.10,0.09,58.200,57.800,7146,2702,11:09
