ACCIONA,136.600,137.800,136.000,13:11
ACERINOX,11.690,11.850,11.625,13:15
ACS,25.580,25.870,25.400,13:11
AENA,141.600,143.650,140.350,13:13
ALMIRALL,13.990,14.070,13.760,13:10
AMADEUS IT GROUP,58.300,59.100,57.900,13:15
ARCELORMITTAL,25.210,25.740,24.990,13:13
BANCO SABADELL,0.623,0.646,0.621,13:14
BANKINTER,4.678,4.748,4.671,13:13
BBVA,4.958,5.039,4.929,13:14
CAIXABANK,2.770,2.813,2.743,13:14
CELLNEX TELECOM,47.230,47.680,46.540,13:14
CIE AUTOMOTIVE,24.080,24.460,24.000,13:04
COLONIAL,8.600,8.810,8.520,13:10
ENAGAS,19.120,19.160,19.015,13:14
ENDESA,23.140,23.150,22.910,13:12
FERROVIAL,23.790,24.100,23.700,13:14
FLUIDRA,32.100,32.150,31.550,13:11
GRIFOLS,23.240,23.440,23.140,13:13
IAG,2.234,2.288,2.211,13:13
IBERDROLA,11.320,11.340,11.245,13:12
INDITEX,31.690,32.150,31.670,13:13
INDRA,8.055,8.100,8.015,13:14
MAPFRE,1.833,1.866,1.821,13:15
MELIÁ HOTELS,6.670,6.780,6.606,13:15
MERLIN PROP,8.888,9.094,8.820,13:11
NATURGY,21.500,21.540,21.430,13:12
PHARMA MAR,83.000,84.100,82.400,13:13
RED ELÉCTRICA,16.250,16.310,16.160,13:15
REPSOL,10.772,10.958,10.682,13:15
SANTANDER,3.280,3.336,3.253,13:15
SIEMENS GAMESA,26.430,27.050,26.180,13:13
SOLARIA,16.025,16.190,15.775,13:15
TELEFÓNICA,4.113,4.199,4.097,13:15
VISCOFAN,58.250,58.500,58.000,13:03
