ACCIONA,139.100,1.09,1.50,19.19,139.800,137.000,24307,7631,15:15
ACERINOX,11.680,-0.43,-0.05,29.29,11.765,11.660,204618,3160,15:15
ACS,25.840,-0.39,-0.10,-3.25,26.080,25.660,151081,8028,15:15
AENA,142.300,-0.14,-0.20,0.07,144.200,142.000,45212,21345,15:15
ALMIRALL,13.990,-1.13,-0.16,29.91,14.040,13.780,231574,2492,15:15
AMADEUS IT GROUP,59.400,-0.54,-0.32,-0.27,59.740,58.840,281012,26760,15:15
ARCELORMITTAL,25.450,0.49,0.12,33.60,25.755,25.180,218387,28067,15:15
BANCO SABADELL,0.649,1.85,0.01,83.33,0.657,0.633,17709400,3652,15:15
BANKINTER,4.751,0.78,0.04,39.11,4.760,4.697,1200362,4271,15:15
BBVA,5.117,2.28,0.11,28.52,5.140,5.009,9087555,34120,15:15
CAIXABANK,2.817,1.62,0.04,35.34,2.831,2.763,6264683,22707,15:15
CELLNEX TELECOM,48.000,0.73,0.35,5.50,48.520,47.580,423972,32608,15:15
CIE AUTOMOTIVE,24.280,0.08,0.02,11.29,24.420,24.200,50300,2976,15:08
COLONIAL,8.660,0.46,0.04,7.91,8.700,8.500,218106,4400,15:13
ENAGAS,19.065,-0.13,-0.02,6.12,19.160,19.030,179010,4995,15:15
ENDESA,23.160,-0.17,-0.04,3.62,23.420,23.130,258785,24521,15:15
FERROVIAL,24.120,0.42,0.10,7.59,24.240,23.960,275562,18026,15:15
FLUIDRA,31.850,-1.39,-0.45,52.03,32.450,31.850,171176,6231,15:10
GRIFOLS,23.170,-0.90,-0.21,-2.97,23.550,23.170,219452,9873,15:13
IAG,2.268,1.52,0.03,26.63,2.274,2.212,7482741,11275,15:15
IBERDROLA,11.505,0.31,0.03,-0.30,11.540,11.460,3600986,73841,15:15
INDITEX,32.100,0.53,0.17,24.74,32.200,31.800,985061,100045,15:15
INDRA,8.140,-0.37,-0.03,16.62,8.190,8.100,212512,1438,15:13
MAPFRE,1.852,-0.38,-0.01,21.01,1.858,1.832,1758795,5702,15:15
MELIÁ HOTELS,6.690,0.33,0.02,16.96,6.736,6.618,330846,1474,15:15
MERLIN PROP,8.828,-0.63,-0.06,17.34,8.910,8.782,312072,4147,15:14
NATURGY,21.510,-0.23,-0.05,16.89,21.620,21.500,349752,20856,15:15
PHARMA MAR,81.420,-3.53,-2.98,15.42,83.840,80.720,87131,1494,15:13
RED ELÉCTRICA,16.255,-0.31,-0.05,-1.54,16.345,16.185,206000,8795,15:15
REPSOL,10.892,0.46,0.05,32.02,10.932,10.666,1865960,16636,15:15
SANTANDER,3.365,1.43,0.05,33.75,3.381,3.299,24990070,58360,15:15
SIEMENS GAMESA,26.520,0.08,0.02,-19.85,26.840,26.400,205254,18064,15:15
SOLARIA,16.380,-0.40,-0.07,-30.71,16.635,16.265,449693,2047,15:14
TELEFÓNICA,4.187,1.16,0.05,29.03,4.199,4.132,6627245,22792,15:15
VISCOFAN,58.450,0.17,0.10,0.69,58.700,58.100,22400,2718,15:15
