ACCIONA,139.600,139.900,138.000,16:14
ACERINOX,11.655,11.830,11.640,16:15
ACS,25.650,26.090,25.600,16:15
AENA,143.050,144.150,142.600,16:15
ALMIRALL,13.890,14.040,13.870,16:16
AMADEUS IT GROUP,60.740,61.140,60.480,16:15
ARCELORMITTAL,25.405,25.750,25.245,16:16
BANCO SABADELL,0.649,0.651,0.634,16:16
BANKINTER,4.754,4.785,4.720,16:15
BBVA,5.120,5.153,5.078,16:15
CAIXABANK,2.830,2.847,2.777,16:15
CELLNEX TELECOM,49.600,49.960,49.210,16:16
CIE AUTOMOTIVE,24.520,24.780,24.340,16:15
COLONIAL,8.830,8.920,8.690,16:15
ENAGAS,19.070,19.160,18.930,16:16
ENDESA,23.320,23.340,23.180,16:15
FERROVIAL,24.280,24.520,24.240,16:15
FLUIDRA,33.100,33.550,32.450,16:15
GRIFOLS,23.290,23.490,23.170,16:15
IAG,2.352,2.359,2.286,16:16
IBERDROLA,11.450,11.500,11.425,16:15
INDITEX,32.110,32.350,31.890,16:15
INDRA,7.115,7.230,7.050,16:15
MAPFRE,1.844,1.880,1.844,16:15
MELIÁ HOTELS,7.026,7.040,6.828,16:16
MERLIN PROP,9.062,9.132,8.972,16:15
NATURGY,21.540,21.640,21.460,16:14
PHARMA MAR,80.040,81.400,80.040,16:15
RED ELÉCTRICA,16.295,16.350,16.245,16:15
REPSOL,10.932,11.088,10.910,16:16
SANTANDER,3.393,3.417,3.351,16:16
SIEMENS GAMESA,26.790,26.830,26.000,16:15
SOLARIA,16.315,16.620,16.265,16:15
TELEFÓNICA,4.131,4.175,4.123,16:16
VISCOFAN,58.700,59.250,58.700,16:12
