ACCIONA,136.900,137.000,135.000,12:10
ACERINOX,11.790,11.900,11.670,12:14
ACS,26.040,26.270,25.940,12:13
AENA,142.600,143.450,140.300,12:12
ALMIRALL,14.180,14.270,14.030,12:09
AMADEUS IT GROUP,58.280,59.420,58.080,12:14
ARCELORMITTAL,25.850,26.300,25.815,12:14
BANCO SABADELL,0.645,0.648,0.580,12:14
BANKINTER,4.758,4.780,4.709,12:12
BBVA,5.089,5.107,5.036,12:14
CAIXABANK,2.886,2.895,2.840,12:12
CELLNEX TELECOM,46.170,46.230,45.580,12:13
CIE AUTOMOTIVE,24.320,24.600,24.280,12:09
COLONIAL,8.770,8.815,8.625,12:09
ENAGAS,19.115,19.150,18.960,12:13
ENDESA,23.070,23.140,22.940,12:14
FERROVIAL,24.020,24.070,23.850,12:14
FLUIDRA,31.950,32.150,31.700,12:10
GRIFOLS,23.600,23.680,23.450,12:09
IAG,2.252,2.270,2.233,12:14
IBERDROLA,11.370,11.370,11.235,12:14
INDITEX,32.160,32.350,31.970,12:14
INDRA,8.100,8.170,8.065,12:13
MAPFRE,1.913,1.922,1.881,12:14
MELIÁ HOTELS,6.754,6.844,6.734,12:10
MERLIN PROP,9.040,9.074,8.878,12:12
NATURGY,21.560,21.640,21.430,12:14
PHARMA MAR,82.980,84.140,82.620,12:13
RED ELÉCTRICA,16.220,16.235,16.105,12:11
REPSOL,10.992,11.124,10.950,12:12
SANTANDER,3.381,3.398,3.321,12:13
SIEMENS GAMESA,26.390,26.600,25.950,12:13
SOLARIA,15.705,15.870,15.515,12:13
TELEFÓNICA,4.177,4.185,4.110,12:13
VISCOFAN,58.500,58.600,57.700,12:11
