ACCIONA,135.800,-1.38,-1.90,16.37,138.100,135.100,28168,7450,13:13
ACERINOX,11.480,-0.17,-0.02,32.73,11.575,11.470,191018,3106,13:12
ACS,25.710,0.00,0.00,-3.74,25.960,25.660,153240,7987,13:13
AENA,144.500,-0.79,-1.15,1.62,146.000,144.250,21130,21675,13:13
ALMIRALL,14.210,-0.07,-0.01,31.95,14.300,14.150,115533,2531,13:03
AMADEUS IT GROUP,62.740,1.36,0.84,5.34,63.600,61.960,129544,28264,13:11
ARCELORMITTAL,27.355,-0.40,-0.11,43.60,27.730,27.155,348306,30167,13:14
BANCO SABADELL,0.643,0.06,0.00,81.69,0.649,0.635,11585208,3619,13:14
BANKINTER,4.691,0.04,0.00,37.35,4.708,4.642,637345,4217,13:14
BBVA,5.228,0.04,0.00,31.31,5.280,5.168,5173317,34860,13:14
CAIXABANK,2.853,0.00,0.00,37.06,2.868,2.836,1719223,22997,13:13
CELLNEX TELECOM,49.460,0.08,0.04,8.71,49.740,49.400,144391,33600,13:13
CIE AUTOMOTIVE,25.500,-0.55,-0.14,16.88,25.860,25.440,129200,3125,13:12
COLONIAL,9.205,0.55,0.05,14.70,9.255,9.160,80597,4677,13:12
ENAGAS,19.405,0.62,0.12,8.02,19.445,19.260,189148,5084,13:12
ENDESA,21.930,-0.50,-0.11,-1.88,21.940,21.660,832775,23218,13:14
FERROVIAL,24.680,1.98,0.48,10.09,24.860,24.460,278456,18445,13:14
FLUIDRA,32.950,-0.45,-0.15,57.28,33.250,32.800,116080,6446,13:05
GRIFOLS,22.540,-0.53,-0.12,-5.61,22.760,22.510,180569,9605,13:12
IAG,2.413,0.58,0.01,34.73,2.437,2.386,6596083,11996,13:14
IBERDROLA,10.790,-1.19,-0.13,-6.50,10.880,10.755,3343872,69252,13:14
INDITEX,31.860,0.28,0.09,23.81,32.030,31.670,322052,99297,13:14
INDRA,7.170,-0.55,-0.04,2.72,7.260,7.155,299262,1267,13:07
MAPFRE,1.873,-0.69,-0.01,22.41,1.890,1.871,907060,5768,13:14
MELIÁ HOTELS,7.036,-0.62,-0.04,23.01,7.122,7.004,232532,1551,13:13
MERLIN PROP,9.504,-0.69,-0.07,26.33,9.626,9.466,194059,4465,13:13
NATURGY,21.410,0.33,0.07,16.35,21.450,21.310,152099,20759,13:13
PHARMA MAR,73.200,-1.74,-1.30,3.77,74.800,72.680,75793,1344,13:13
RED ELÉCTRICA,16.590,1.04,0.17,0.49,16.600,16.425,223449,8977,13:13
REPSOL,11.318,0.69,0.08,37.19,11.410,11.236,1408099,17287,13:13
SANTANDER,3.477,-0.04,-0.00,38.16,3.493,3.443,8071963,60285,13:14
SIEMENS GAMESA,26.390,-2.26,-0.61,-20.25,27.300,26.370,145493,17975,13:13
SOLARIA,15.680,-2.40,-0.39,-33.67,16.140,15.590,342041,1959,13:14
TELEFÓNICA,3.844,-0.56,-0.02,24.59,3.891,3.835,5780718,20925,13:14
VISCOFAN,57.050,-0.87,-0.50,-1.30,57.350,56.600,24231,2653,13:08
