ACCIONA,134.700,-2.18,-3.00,15.42,138.100,134.200,79254,7389,18:02
ACERINOX,11.525,0.22,0.02,33.25,11.575,11.455,547610,3118,18:02
ACS,25.710,0.00,0.00,-3.74,25.960,25.530,439491,7987,18:02
AENA,144.700,-0.65,-0.95,1.76,146.000,144.000,105859,21705,18:02
ALMIRALL,14.120,-0.70,-0.10,31.12,14.300,14.060,254680,2515,18:02
AMADEUS IT GROUP,63.300,2.26,1.40,6.28,63.600,61.960,646134,28517,18:02
ARCELORMITTAL,27.550,0.31,0.08,44.62,27.730,27.155,517563,30382,18:02
BANCO SABADELL,0.641,-0.31,-0.00,81.02,0.649,0.635,24253168,3606,18:02
BANKINTER,4.679,-0.21,-0.01,37.00,4.708,4.642,2219950,4206,18:02
BBVA,5.249,0.44,0.02,31.84,5.280,5.168,14789391,35000,18:02
CAIXABANK,2.871,0.63,0.02,37.93,2.877,2.836,8697144,23142,18:02
CELLNEX TELECOM,49.330,-0.18,-0.09,8.42,49.740,49.070,809660,33511,18:02
CIE AUTOMOTIVE,25.500,-0.55,-0.14,16.88,25.860,25.300,214473,3125,18:02
COLONIAL,9.210,0.60,0.06,14.77,9.255,9.140,469163,4680,18:02
ENAGAS,19.285,0.00,0.00,7.35,19.445,19.260,606522,5052,18:02
ENDESA,22.020,-0.09,-0.02,-1.48,22.070,21.660,1964962,23314,18:02
FERROVIAL,24.590,1.61,0.39,9.69,24.860,24.460,904779,18378,18:02
FLUIDRA,33.000,-0.30,-0.10,57.52,33.250,32.700,250016,6456,18:02
GRIFOLS,22.270,-1.72,-0.39,-6.74,22.760,22.260,679703,9490,18:02
IAG,2.428,1.21,0.03,35.57,2.437,2.386,11121085,12071,18:02
IBERDROLA,10.775,-1.33,-0.15,-6.63,10.880,10.705,11642108,69156,18:02
INDITEX,31.790,0.06,0.02,23.53,32.030,31.670,1391553,99078,18:02
INDRA,7.225,0.21,0.01,3.51,7.260,7.155,643943,1276,18:02
MAPFRE,1.877,-0.50,-0.01,22.64,1.890,1.865,2356848,5779,18:02
MELIÁ HOTELS,7.090,0.14,0.01,23.95,7.122,7.004,648123,1563,18:02
MERLIN PROP,9.524,-0.48,-0.05,26.59,9.626,9.444,726345,4474,18:02
NATURGY,21.400,0.28,0.06,16.30,21.450,21.310,464530,20750,18:02
PHARMA MAR,73.280,-1.64,-1.22,3.88,74.800,72.540,126487,1345,18:02
RED ELÉCTRICA,16.585,1.00,0.16,0.46,16.600,16.425,1263246,8974,18:02
REPSOL,11.310,0.62,0.07,37.09,11.410,11.178,3647616,17275,18:02
SANTANDER,3.475,-0.09,-0.00,38.11,3.493,3.443,27661078,60259,18:02
SIEMENS GAMESA,25.870,-4.19,-1.13,-21.82,27.300,25.830,981092,17621,18:02
SOLARIA,15.330,-4.58,-0.74,-35.15,16.140,15.255,1002360,1915,18:02
TELEFÓNICA,3.837,-0.74,-0.03,24.37,3.891,3.828,15317518,20887,18:02
VISCOFAN,57.200,-0.61,-0.35,-1.04,57.350,56.600,62987,2660,18:02
