ACCIONA,143.200,1.13,1.60,22.71,143.400,141.100,7546,7855,10:13
ACERINOX,11.705,-0.38,-0.05,29.57,11.845,11.685,128689,3167,10:15
ACS,25.650,1.66,0.42,-3.96,25.670,25.340,82023,7969,10:15
AENA,143.050,1.13,1.60,0.60,143.900,142.600,12677,21458,10:15
ALMIRALL,13.860,0.36,0.05,28.70,13.920,13.840,23488,2469,10:01
AMADEUS IT GROUP,60.860,-1.07,-0.66,2.18,61.740,60.780,98225,27417,10:15
ARCELORMITTAL,26.730,0.87,0.23,40.31,26.830,26.595,86769,29478,10:15
BANCO SABADELL,0.651,-3.64,-0.02,83.84,0.681,0.649,17771640,3662,10:15
BANKINTER,4.708,-0.02,-0.00,37.85,4.745,4.700,274839,4232,10:15
BBVA,5.146,0.06,0.00,29.25,5.200,5.134,2436658,34313,10:15
CAIXABANK,2.819,-1.05,-0.03,35.43,2.853,2.816,1650621,22723,10:15
CELLNEX TELECOM,49.900,1.01,0.50,9.67,49.930,49.250,159584,33898,10:15
CIE AUTOMOTIVE,24.800,1.39,0.34,13.68,24.900,24.620,37163,3039,10:13
COLONIAL,9.150,1.61,0.14,14.02,9.185,9.050,105296,4649,10:14
ENAGAS,19.290,0.44,0.09,7.38,19.300,19.215,58630,5054,10:13
ENDESA,23.660,0.72,0.17,5.86,23.660,23.480,77529,25050,10:14
FERROVIAL,23.970,0.59,0.14,6.92,24.110,23.930,63720,17914,10:14
FLUIDRA,33.450,0.00,0.00,59.67,33.600,33.350,32160,6544,10:11
GRIFOLS,22.800,-0.65,-0.15,-4.52,23.010,22.700,103746,9716,10:15
IAG,2.341,-0.55,-0.01,30.71,2.380,2.331,2799226,11638,10:15
IBERDROLA,11.330,0.31,0.03,-1.82,11.330,11.250,710503,72718,10:15
INDITEX,31.690,1.80,0.56,23.14,31.760,31.300,164762,98767,10:15
INDRA,7.200,0.77,0.05,3.15,7.280,7.180,414333,1272,10:14
MAPFRE,1.854,0.38,0.01,21.14,1.860,1.847,445416,5708,10:14
MELIÁ HOTELS,6.972,-0.77,-0.05,21.89,7.094,6.968,74850,1537,10:13
MERLIN PROP,9.530,2.63,0.24,26.67,9.542,9.290,311789,4477,10:14
NATURGY,21.610,0.51,0.11,17.44,21.670,21.480,54686,20953,10:14
PHARMA MAR,75.940,-0.76,-0.58,7.65,77.300,75.900,29621,1394,10:15
RED ELÉCTRICA,16.425,0.12,0.02,-0.51,16.425,16.295,113768,8887,10:14
REPSOL,10.984,-0.20,-0.02,33.14,11.096,10.970,324863,16777,10:14
SANTANDER,3.448,0.03,0.00,37.05,3.490,3.444,4710041,59799,10:15
SIEMENS GAMESA,26.930,1.66,0.44,-18.62,27.090,26.590,97972,18343,10:15
SOLARIA,15.800,0.70,0.11,-33.16,15.960,15.510,187989,1974,10:15
TELEFÓNICA,4.060,0.38,0.02,25.12,4.092,4.054,2280698,22101,10:15
VISCOFAN,58.150,0.26,0.15,0.17,58.200,57.800,4226,2704,10:07
