ACCIONA,136.100,137.000,135.000,11:09
ACERINOX,11.850,11.900,11.670,11:08
ACS,26.030,26.270,25.940,11:12
AENA,140.750,143.450,140.300,11:13
ALMIRALL,14.230,14.230,14.030,11:07
AMADEUS IT GROUP,58.300,59.420,58.080,11:11
ARCELORMITTAL,25.990,26.300,25.850,11:14
BANCO SABADELL,0.639,0.641,0.580,11:14
BANKINTER,4.740,4.780,4.709,11:13
BBVA,5.079,5.107,5.036,11:14
CAIXABANK,2.885,2.885,2.840,11:13
CELLNEX TELECOM,46.170,46.170,45.580,11:13
CIE AUTOMOTIVE,24.380,24.600,24.280,11:09
COLONIAL,8.770,8.800,8.625,11:11
ENAGAS,19.075,19.115,18.960,11:12
ENDESA,23.110,23.140,22.940,11:11
FERROVIAL,23.970,24.050,23.850,11:14
FLUIDRA,31.950,32.150,31.700,11:13
GRIFOLS,23.650,23.680,23.450,11:13
IAG,2.239,2.265,2.233,11:13
IBERDROLA,11.320,11.335,11.235,11:12
INDITEX,32.120,32.350,31.970,11:14
INDRA,8.100,8.170,8.065,11:10
MAPFRE,1.909,1.922,1.881,11:11
MELIÁ HOTELS,6.760,6.844,6.734,11:13
MERLIN PROP,9.030,9.034,8.878,11:13
NATURGY,21.550,21.600,21.430,11:13
PHARMA MAR,83.340,84.140,82.620,11:12
RED ELÉCTRICA,16.195,16.220,16.105,11:13
REPSOL,11.000,11.124,10.950,11:14
SANTANDER,3.381,3.382,3.321,11:14
SIEMENS GAMESA,26.370,26.450,25.950,11:14
SOLARIA,15.665,15.870,15.515,11:13
TELEFÓNICA,4.161,4.175,4.110,11:14
VISCOFAN,58.100,58.200,57.700,11:01
